service_id,capacity,duration,price,capacity_window_1h,time_distance_competitor_-2,price_competitor_-2,duration_competitor_-2,time_distance_competitor_-1,price_competitor_-1,duration_competitor_-1,time_distance_competitor_1,price_competitor_1,duration_competitor_1,time_distance_competitor_2,price_competitor_2,duration_competitor_2,is_holiday_pm1,is_holiday_madrid_pm1,is_holiday_catalonia_pm1,month_sin,month_cos,day_of_week_sin,day_of_week_cos,departure_time_sin,departure_time_cos,train_type_AVE,train_type_AVLO,train_type_IRYO,train_type_OUIGO,train_type_competitor_-2_AVE,train_type_competitor_-2_AVLO,train_type_competitor_-2_IRYO,train_type_competitor_-2_OUIGO,train_type_competitor_-1_AVE,train_type_competitor_-1_AVLO,train_type_competitor_-1_IRYO,train_type_competitor_-1_OUIGO,train_type_competitor_1_AVE,train_type_competitor_1_AVLO,train_type_competitor_1_IRYO,train_type_competitor_1_OUIGO,train_type_competitor_2_AVE,train_type_competitor_2_AVLO,train_type_competitor_2_IRYO,train_type_competitor_2_OUIGO,passengers
00015_12-08-2025-17.17,509,157.0,38.92,1798.0,-39.6,42.62,157.0,-19.8,56.01,157.0,5.4,14.63,172.0,10.2,64.67,199.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.9822872507286887,-0.18738131458572463,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,509
00009_12-08-2025-17.22,461,172.0,14.63,1798.0,-25.2,56.01,157.0,-5.4,38.92,157.0,4.8,64.67,199.0,34.8,70.22,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.9864292571764955,-0.16418684656886262,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,461
00006_12-08-2025-17.27,414,199.0,64.67,1384.0,-10.2,38.92,157.0,-4.8,14.63,172.0,30.0,70.22,157.0,60.0,56.33,177.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.9896513868196702,-0.1434926219911794,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,114
00004_12-08-2025-17.57,414,157.0,70.22,414.0,-34.8,14.63,172.0,-30.0,64.67,199.0,30.0,56.33,177.0,34.8,21.62,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.999914327574007,-0.013089595571344698,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,182
00016_12-08-2025-18.27,414,177.0,56.33,875.0,-60.0,64.67,199.0,-30.0,70.22,157.0,4.8,21.62,157.0,30.0,37.01,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.9930684569549263,0.11753739745783724,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,172
00002_12-08-2025-18.32,461,157.0,21.62,1289.0,-34.8,70.22,157.0,-4.8,56.33,177.0,25.2,37.01,157.0,57.0,31.2,172.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.9903891431021473,0.138308876162719,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,461
00004_12-08-2025-18.57,414,157.0,37.01,875.0,-30.0,56.33,177.0,-25.2,21.62,157.0,31.8,31.2,172.0,37.2,29.29,201.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.9692309097067545,0.2461532930289925,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,414
00009_12-08-2025-19.29,461,172.0,31.2,1042.0,-57.0,21.62,157.0,-31.8,37.01,157.0,5.4,29.29,201.0,36.0,34.65,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.9258705848099948,0.37784078681846683,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,456
00019_12-08-2025-19.34,581,201.0,29.29,1042.0,-37.2,37.01,157.0,-5.4,31.2,172.0,30.6,34.65,157.0,48.0,31.55,172.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.9167117510316201,0.39954920287812,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,93
00004_12-08-2025-20.05,414,157.0,34.65,1289.0,-36.0,31.2,172.0,-30.6,29.29,201.0,17.4,31.55,172.0,22.2,37.27,201.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.8553642601605073,0.5180270093731292,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,389
00009_12-08-2025-20.22,461,172.0,31.55,1289.0,-48.0,29.29,201.0,-17.4,34.65,157.0,4.8,37.27,201.0,39.6,13.26,172.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.8136084495007868,0.5814131843198308,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,134
00020_12-08-2025-20.27,414,201.0,37.27,1289.0,-22.2,34.65,157.0,-4.8,31.55,172.0,34.8,13.26,172.0,40.2,35.94,172.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.8012538126910608,0.598324600570659,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,23
00005_12-08-2025-21.02,509,172.0,13.26,923.0,-39.6,31.55,172.0,-34.8,37.27,201.0,5.4,35.94,172.0,550.2,35.15,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.7015314257708556,0.7126385189252056,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,509
00007_12-08-2025-21.07,414,172.0,35.94,923.0,-40.2,37.27,201.0,-5.4,13.26,172.0,544.8,35.15,157.0,555.0,44.13,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.6845471059286883,0.7289686274214119,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,35
00001_13-08-2025-06.12,581,157.0,35.15,1401.0,-550.2,13.26,172.0,-544.8,35.94,172.0,10.2,44.13,157.0,15.0,43.61,178.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.9986295347545738,-0.05233595624294384,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,581
00002_13-08-2025-06.22,461,157.0,44.13,1401.0,-555.0,35.94,172.0,-10.2,35.15,157.0,4.8,43.61,178.0,34.8,85.23,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.9953121781612655,-0.09671436296578392,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,461
00003_13-08-2025-06.27,359,178.0,43.61,1401.0,-15.0,35.15,157.0,-4.8,44.13,157.0,30.0,85.23,157.0,34.8,35.61,172.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.9930684569549263,-0.11753739745783758,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,359
00004_13-08-2025-06.57,414,157.0,85.23,1384.0,-34.8,44.13,157.0,-30.0,43.61,178.0,4.8,35.61,172.0,25.2,35.34,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.9692309097067544,-0.24615329302899283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,414
00005_13-08-2025-07.02,509,172.0,35.61,1798.0,-34.8,43.61,178.0,-4.8,85.23,157.0,20.4,35.34,157.0,25.2,40.74,199.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.963863295733281,-0.2663973482191175,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,509
00002_13-08-2025-07.22,461,157.0,35.34,1798.0,-25.2,85.23,157.0,-20.4,35.61,172.0,4.8,40.74,199.0,34.8,77.55,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.9363662190354899,-0.3510246484923544,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,461
00006_13-08-2025-07.27,414,199.0,40.74,1384.0,-25.2,35.61,172.0,-4.8,35.34,157.0,30.0,77.55,157.0,60.0,73.27,172.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.9288095528719242,-0.3705574375098363,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,414
00004_13-08-2025-07.57,414,157.0,77.55,414.0,-34.8,35.34,157.0,-30.0,40.74,199.0,30.0,73.27,172.0,34.8,56.48,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.8724960070727973,-0.4886212414969547,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,414
00007_13-08-2025-08.27,414,172.0,73.27,1289.0,-60.0,40.74,199.0,-30.0,77.55,157.0,4.8,56.48,157.0,30.0,59.25,164.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.8012538126910609,-0.5983246005706587,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,414
00002_13-08-2025-08.32,461,157.0,56.48,1289.0,-34.8,77.55,157.0,-4.8,73.27,172.0,25.2,59.25,164.0,50.4,42.15,172.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.7885477194774019,-0.6149735718768643,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,461
00008_13-08-2025-08.57,414,164.0,59.25,1336.0,-30.0,73.27,172.0,-25.2,56.48,157.0,25.2,42.15,172.0,30.0,69.59,194.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.7163019434246544,-0.69779045984168,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,414
00009_13-08-2025-09.22,461,172.0,42.15,1289.0,-50.4,56.48,157.0,-25.2,59.25,164.0,4.8,69.59,194.0,34.8,34.92,172.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.6354046086841412,-0.7721793724666267,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,461
00010_13-08-2025-09.27,414,194.0,69.59,875.0,-30.0,59.25,164.0,-4.8,42.15,172.0,30.0,34.92,172.0,34.8,52.51,182.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.6190939493098342,-0.7853169308807447,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,113
00009_13-08-2025-09.57,461,172.0,34.92,970.0,-34.8,42.15,172.0,-30.0,69.59,194.0,4.8,52.51,182.0,30.0,45.74,172.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.5112930860770522,-0.8594064115014527,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,461
00011_13-08-2025-10.02,509,182.0,52.51,1551.0,-34.8,69.59,194.0,-4.8,34.92,172.0,25.2,45.74,172.0,80.4,38.27,172.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.49318290113396607,-0.8699256439656694,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,229
00012_13-08-2025-10.27,581,172.0,45.74,1090.0,-30.0,34.92,172.0,-25.2,52.51,182.0,55.2,38.27,172.0,60.0,47.11,199.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.3947438563842674,-0.9187912101488982,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,21
00009_13-08-2025-11.22,461,172.0,38.27,1287.0,-80.4,52.51,182.0,-55.2,45.74,172.0,4.8,47.11,199.0,60.0,33.02,172.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.164186846568863,-0.9864292571764954,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,461
00006_13-08-2025-11.27,826,199.0,47.11,1287.0,-60.0,45.74,172.0,-4.8,38.27,172.0,55.2,33.02,172.0,60.0,65.09,197.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.1434926219911798,-0.9896513868196701,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,348
00009_13-08-2025-12.22,461,172.0,33.02,839.0,-60.0,38.27,172.0,-55.2,47.11,199.0,4.8,65.09,197.0,34.8,62.95,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.09671436296578365,-0.9953121781612655,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,461
00013_13-08-2025-12.27,378,197.0,65.09,839.0,-60.0,47.11,199.0,-4.8,33.02,172.0,30.0,62.95,157.0,51.0,48.24,184.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.11753739745783774,-0.9930684569549263,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,27
00004_13-08-2025-12.57,414,157.0,62.95,753.0,-34.8,33.02,172.0,-30.0,65.09,197.0,21.0,48.24,184.0,64.8,21.28,172.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.24615329302899255,-0.9692309097067545,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,114
00014_13-08-2025-13.18,339,184.0,48.24,753.0,-51.0,65.09,197.0,-21.0,62.95,157.0,43.8,21.28,172.0,54.0,39.17,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.33380685923377096,-0.9426414910921784,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,234
00009_13-08-2025-14.02,461,172.0,21.28,1261.0,-64.8,62.95,157.0,-43.8,48.24,184.0,10.2,39.17,157.0,25.2,37.18,177.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.5067862565108238,-0.8620717430769586,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,461
00015_13-08-2025-14.12,509,157.0,39.17,1261.0,-54.0,48.24,184.0,-10.2,21.28,172.0,15.0,37.18,177.0,30.0,46.52,179.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.5446390350150268,-0.8386705679454243,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,509
00016_13-08-2025-14.27,291,177.0,37.18,1722.0,-25.2,21.28,172.0,-15.0,39.17,157.0,15.0,46.52,179.0,30.0,38.6,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.598324600570659,-0.8012538126910607,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,291
00017_13-08-2025-14.42,461,179.0,46.52,1166.0,-30.0,39.17,157.0,-15.0,37.18,177.0,15.0,38.6,157.0,45.0,30.93,199.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.6494480483301835,-0.760405965600031,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,300
00004_13-08-2025-14.57,414,157.0,38.6,875.0,-30.0,37.18,177.0,-15.0,46.52,179.0,30.0,30.93,199.0,60.0,44.5,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.6977904598416796,-0.7163019434246547,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,414
00018_13-08-2025-15.27,571,199.0,30.93,571.0,-45.0,46.52,179.0,-30.0,38.6,157.0,30.0,44.5,157.0,60.0,60.78,172.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.7853169308807447,-0.6190939493098343,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,571
00004_13-08-2025-15.57,414,157.0,44.5,414.0,-60.0,38.6,157.0,-30.0,30.93,199.0,30.0,60.78,172.0,40.2,72.3,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.8594064115014524,-0.5112930860770526,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,414
00007_13-08-2025-16.27,414,172.0,60.78,875.0,-60.0,30.93,199.0,-30.0,44.5,157.0,10.2,72.3,157.0,30.0,128.18,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.9187912101488984,-0.39474385638426707,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,414
00002_13-08-2025-16.37,461,157.0,72.3,1289.0,-40.2,44.5,157.0,-10.2,60.78,172.0,19.8,128.18,157.0,39.6,50.07,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.9354440308298674,-0.35347484377925703,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,331
00004_13-08-2025-16.57,414,157.0,128.18,1845.0,-30.0,60.78,172.0,-19.8,72.3,157.0,19.8,50.07,157.0,25.2,48.61,172.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.9624552364536471,-0.27144044986507504,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
00015_13-08-2025-17.17,509,157.0,50.07,1798.0,-39.6,72.3,157.0,-19.8,128.18,157.0,5.4,48.61,172.0,10.2,61.34,199.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.9822872507286887,-0.18738131458572463,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,509
00009_13-08-2025-17.22,461,172.0,48.61,1798.0,-25.2,128.18,157.0,-5.4,50.07,157.0,4.8,61.34,199.0,34.8,67.94,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.9864292571764955,-0.16418684656886262,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,461
00006_13-08-2025-17.27,414,199.0,61.34,1384.0,-10.2,50.07,157.0,-4.8,48.61,172.0,30.0,67.94,157.0,60.0,47.1,177.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.9896513868196702,-0.1434926219911794,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,414
00004_13-08-2025-17.57,414,157.0,67.94,414.0,-34.8,48.61,172.0,-30.0,61.34,199.0,30.0,47.1,177.0,34.8,43.3,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.999914327574007,-0.013089595571344698,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,414
00016_13-08-2025-18.27,414,177.0,47.1,875.0,-60.0,61.34,199.0,-30.0,67.94,157.0,4.8,43.3,157.0,30.0,116.67,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.9930684569549263,0.11753739745783724,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,414
00002_13-08-2025-18.32,461,157.0,43.3,1289.0,-34.8,67.94,157.0,-4.8,47.1,177.0,25.2,116.67,157.0,57.0,18.2,172.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.9903891431021473,0.138308876162719,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,461
00004_13-08-2025-18.57,414,157.0,116.67,875.0,-30.0,47.1,177.0,-25.2,43.3,157.0,31.8,18.2,172.0,37.2,29.62,201.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.9692309097067545,0.2461532930289925,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
00009_13-08-2025-19.29,461,172.0,18.2,1042.0,-57.0,43.3,157.0,-31.8,116.67,157.0,5.4,29.62,201.0,36.0,53.81,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.9258705848099948,0.37784078681846683,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,461
00019_13-08-2025-19.34,581,201.0,29.62,1042.0,-37.2,116.67,157.0,-5.4,18.2,172.0,30.6,53.81,157.0,48.0,22.15,172.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.9167117510316201,0.39954920287812,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,551
00004_13-08-2025-20.05,414,157.0,53.81,1289.0,-36.0,18.2,172.0,-30.6,29.62,201.0,17.4,22.15,172.0,22.2,33.28,201.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.8553642601605073,0.5180270093731292,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,389
00009_13-08-2025-20.22,461,172.0,22.15,1289.0,-48.0,29.62,201.0,-17.4,53.81,157.0,4.8,33.28,201.0,39.6,41.63,172.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.8136084495007868,0.5814131843198308,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,461
00020_13-08-2025-20.27,414,201.0,33.28,1289.0,-22.2,53.81,157.0,-4.8,22.15,172.0,34.8,41.63,172.0,40.2,51.71,172.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.8012538126910608,0.598324600570659,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,414
00005_13-08-2025-21.02,509,172.0,41.63,923.0,-39.6,22.15,172.0,-34.8,33.28,201.0,5.4,51.71,172.0,550.2,28.17,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.7015314257708556,0.7126385189252056,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,106
00007_13-08-2025-21.07,414,172.0,51.71,923.0,-40.2,33.28,201.0,-5.4,41.63,172.0,544.8,28.17,157.0,555.0,25.59,157.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.6845471059286883,0.7289686274214119,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,15
00001_14-08-2025-06.12,581,157.0,28.17,1401.0,-550.2,41.63,172.0,-544.8,51.71,172.0,10.2,25.59,157.0,15.0,34.7,178.0,1,1,1,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.9986295347545738,-0.05233595624294384,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,581
00002_14-08-2025-06.22,461,157.0,25.59,1401.0,-555.0,51.71,172.0,-10.2,28.17,157.0,4.8,34.7,178.0,34.8,49.6,157.0,1,1,1,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.9953121781612655,-0.09671436296578392,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,461
00003_14-08-2025-06.27,359,178.0,34.7,1401.0,-15.0,28.17,157.0,-4.8,25.59,157.0,30.0,49.6,157.0,34.8,53.35,172.0,1,1,1,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.9930684569549263,-0.11753739745783758,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,359
00004_14-08-2025-06.57,414,157.0,49.6,1384.0,-34.8,25.59,157.0,-30.0,34.7,178.0,4.8,53.35,172.0,25.2,36.46,157.0,1,1,1,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.9692309097067544,-0.24615329302899283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,414
00005_14-08-2025-07.02,509,172.0,53.35,1798.0,-34.8,34.7,178.0,-4.8,49.6,157.0,20.4,36.46,157.0,25.2,47.7,199.0,1,1,1,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.963863295733281,-0.2663973482191175,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,509
00002_14-08-2025-07.22,461,157.0,36.46,1798.0,-25.2,49.6,157.0,-20.4,53.35,172.0,4.8,47.7,199.0,34.8,53.92,157.0,1,1,1,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.9363662190354899,-0.3510246484923544,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,461
00006_14-08-2025-07.27,414,199.0,47.7,1384.0,-25.2,53.35,172.0,-4.8,36.46,157.0,30.0,53.92,157.0,60.0,41.87,172.0,1,1,1,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.9288095528719242,-0.3705574375098363,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,414
00004_14-08-2025-07.57,414,157.0,53.92,414.0,-34.8,36.46,157.0,-30.0,47.7,199.0,30.0,41.87,172.0,34.8,46.79,157.0,1,1,1,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.8724960070727973,-0.4886212414969547,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,414
00007_14-08-2025-08.27,414,172.0,41.87,1289.0,-60.0,47.7,199.0,-30.0,53.92,157.0,4.8,46.79,157.0,30.0,68.41,164.0,1,1,1,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.8012538126910609,-0.5983246005706587,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,414
00002_14-08-2025-08.32,461,157.0,46.79,1289.0,-34.8,53.92,157.0,-4.8,41.87,172.0,25.2,68.41,164.0,50.4,65.26,172.0,1,1,1,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.7885477194774019,-0.6149735718768643,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,461
00008_14-08-2025-08.57,414,164.0,68.41,1336.0,-30.0,41.87,172.0,-25.2,46.79,157.0,25.2,65.26,172.0,30.0,79.02,194.0,1,1,1,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.7163019434246544,-0.69779045984168,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,414
00009_14-08-2025-09.22,461,172.0,65.26,1289.0,-50.4,46.79,157.0,-25.2,68.41,164.0,4.8,79.02,194.0,34.8,68.83,172.0,1,1,1,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.6354046086841412,-0.7721793724666267,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,236
00010_14-08-2025-09.27,414,194.0,79.02,875.0,-30.0,68.41,164.0,-4.8,65.26,172.0,30.0,68.83,172.0,34.8,57.77,182.0,1,1,1,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.6190939493098342,-0.7853169308807447,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,55
