service_id,train_type,capacity,train_model,year,month,day_of_week,departure_time,duration,price,passengers,time_distance_competitor_-2,price_competitor_-2,train_type_competitor_-2,duration_competitor_-2,time_distance_competitor_-1,price_competitor_-1,train_type_competitor_-1,duration_competitor_-1,time_distance_competitor_1,price_competitor_1,train_type_competitor_1,duration_competitor_1,time_distance_competitor_2,price_competitor_2,train_type_competitor_2,duration_competitor_2
00015_10-06-2025-14.12,OUIGO,509,S-108,2025,6,1,14.2,157.0,49.25,2,-75.0,43.52,AVE,157.0,-54.0,48.24,AVE,184.0,15.0,64.27,AVE,177.0,45.0,37.13,AVE,157.0
00016_10-06-2025-14.27,AVE,291,S-100,2025,6,1,14.45,177.0,64.27,9,-90.0,43.52,AVE,157.0,-69.0,48.24,AVE,184.0,30.0,37.13,AVE,157.0,60.0,29.49,AVLO,199.0
00017_10-06-2025-14.42,IRYO,461,S-109,2025,6,1,14.7,179.0,32.54,53,-84.0,48.24,AVE,184.0,-15.0,64.27,AVE,177.0,15.0,37.13,AVE,157.0,45.0,29.49,AVLO,199.0
00004_10-06-2025-14.57,AVE,414,S-103,2025,6,1,14.95,157.0,37.13,284,-99.0,48.24,AVE,184.0,-30.0,64.27,AVE,177.0,30.0,29.49,AVLO,199.0,60.0,28.29,AVE,157.0
00018_10-06-2025-15.27,AVLO,571,S-106,2025,6,1,15.45,199.0,29.49,37,-60.0,64.27,AVE,177.0,-30.0,37.13,AVE,157.0,30.0,28.29,AVE,157.0,60.0,41.67,AVE,172.0
00004_10-06-2025-15.57,AVE,414,S-103,2025,6,1,15.95,157.0,28.29,816,-60.0,37.13,AVE,157.0,-30.0,29.49,AVLO,199.0,30.0,41.67,AVE,172.0,60.0,56.38,AVE,157.0
00007_10-06-2025-16.27,AVE,414,S-103,2025,6,1,16.45,172.0,41.67,283,-60.0,29.49,AVLO,199.0,-30.0,28.29,AVE,157.0,30.0,56.38,AVE,157.0,60.0,46.02,AVE,199.0
00002_10-06-2025-16.37,IRYO,461,S-109,2025,6,1,16.62,157.0,21.46,659,-40.2,28.29,AVE,157.0,-10.2,41.67,AVE,172.0,19.8,56.38,AVE,157.0,49.8,46.02,AVE,199.0
00004_10-06-2025-16.57,AVE,414,S-103,2025,6,1,16.95,157.0,56.38,122,-60.0,28.29,AVE,157.0,-30.0,41.67,AVE,172.0,30.0,46.02,AVE,199.0,60.0,63.76,AVE,157.0
00015_10-06-2025-17.17,OUIGO,509,S-108,2025,6,1,17.28,157.0,47.45,11,-49.8,41.67,AVE,172.0,-19.8,56.38,AVE,157.0,10.2,46.02,AVE,199.0,40.2,63.76,AVE,157.0
00009_10-06-2025-17.22,IRYO,461,S-109,2025,6,1,17.37,172.0,17.47,1596,-55.2,41.67,AVE,172.0,-25.2,56.38,AVE,157.0,4.8,46.02,AVE,199.0,34.8,63.76,AVE,157.0
00006_10-06-2025-17.27,AVE,414,S-103,2025,6,1,17.45,199.0,46.02,64,-60.0,41.67,AVE,172.0,-30.0,56.38,AVE,157.0,30.0,63.76,AVE,157.0,60.0,52.02,AVE,177.0
00004_10-06-2025-17.57,AVE,414,S-103,2025,6,1,17.95,157.0,63.76,25,-60.0,56.38,AVE,157.0,-30.0,46.02,AVE,199.0,30.0,52.02,AVE,177.0,60.0,23.96,AVE,157.0
00016_10-06-2025-18.27,AVE,414,S-103,2025,6,1,18.45,177.0,52.02,14,-60.0,46.02,AVE,199.0,-30.0,63.76,AVE,157.0,30.0,23.96,AVE,157.0,67.2,30.84,AVLO,201.0
00002_10-06-2025-18.32,IRYO,461,S-109,2025,6,1,18.53,157.0,24.04,132,-34.8,63.76,AVE,157.0,-4.8,52.02,AVE,177.0,25.2,23.96,AVE,157.0,62.4,30.84,AVLO,201.0
00004_10-06-2025-18.57,AVE,414,S-103,2025,6,1,18.95,157.0,23.96,345,-60.0,63.76,AVE,157.0,-30.0,52.02,AVE,177.0,37.2,30.84,AVLO,201.0,67.8,32.49,AVE,157.0
00009_10-06-2025-19.29,IRYO,461,S-109,2025,6,1,19.48,172.0,45.61,2,-61.8,52.02,AVE,177.0,-31.8,23.96,AVE,157.0,5.4,30.84,AVLO,201.0,36.0,32.49,AVE,157.0
00019_10-06-2025-19.34,AVLO,581,S-106,2025,6,1,19.57,201.0,30.84,2,-67.2,52.02,AVE,177.0,-37.2,23.96,AVE,157.0,30.6,32.49,AVE,157.0,52.8,42.48,AVE,201.0
00004_10-06-2025-20.05,AVE,414,S-103,2025,6,1,20.08,157.0,32.49,47,-67.8,23.96,AVE,157.0,-30.6,30.84,AVLO,201.0,22.2,42.48,AVE,201.0,62.4,50.79,AVE,172.0
00009_10-06-2025-20.22,IRYO,461,S-109,2025,6,1,20.37,172.0,33.64,1,-48.0,30.84,AVLO,201.0,-17.4,32.49,AVE,157.0,4.8,42.48,AVE,201.0,45.0,50.79,AVE,172.0
00020_10-06-2025-20.27,AVE,414,S-103,2025,6,1,20.45,201.0,42.48,3,-52.8,30.84,AVLO,201.0,-22.2,32.49,AVE,157.0,40.2,50.79,AVE,172.0,585.0,32.57,AVLO,157.0
00005_10-06-2025-21.02,OUIGO,509,S-108,2025,6,1,21.03,172.0,23.55,13,-57.0,32.49,AVE,157.0,-34.8,42.48,AVE,201.0,5.4,50.79,AVE,172.0,550.2,32.57,AVLO,157.0
00007_10-06-2025-21.07,AVE,414,S-103,2025,6,1,21.12,172.0,50.79,1,-62.4,32.49,AVE,157.0,-40.2,42.48,AVE,201.0,544.8,32.57,AVLO,157.0,559.8,39.21,AVE,178.0
00001_11-06-2025-06.12,AVLO,581,S-106,2025,6,2,6.2,157.0,32.57,522,-585.0,42.48,AVE,201.0,-544.8,50.79,AVE,172.0,15.0,39.21,AVE,178.0,45.0,107.91,AVE,157.0
00002_11-06-2025-06.22,IRYO,461,S-109,2025,6,2,6.37,157.0,21.19,1231,-555.0,50.79,AVE,172.0,-10.2,32.57,AVLO,157.0,4.8,39.21,AVE,178.0,34.8,107.91,AVE,157.0
00003_11-06-2025-06.27,AVE,359,S-103,2025,6,2,6.45,178.0,39.21,644,-559.8,50.79,AVE,172.0,-15.0,32.57,AVLO,157.0,30.0,107.91,AVE,157.0,60.0,55.22,AVE,199.0
00004_11-06-2025-06.57,AVE,414,S-103,2025,6,2,6.95,157.0,107.91,0,-45.0,32.57,AVLO,157.0,-30.0,39.21,AVE,178.0,30.0,55.22,AVE,199.0,60.0,61.54,AVE,157.0
00005_11-06-2025-07.02,OUIGO,509,S-108,2025,6,2,7.03,172.0,46.74,7,-34.8,39.21,AVE,178.0,-4.8,107.91,AVE,157.0,25.2,55.22,AVE,199.0,55.2,61.54,AVE,157.0
00002_11-06-2025-07.22,IRYO,461,S-109,2025,6,2,7.37,157.0,46.34,48,-55.2,39.21,AVE,178.0,-25.2,107.91,AVE,157.0,4.8,55.22,AVE,199.0,34.8,61.54,AVE,157.0
00006_11-06-2025-07.27,AVE,414,S-103,2025,6,2,7.45,199.0,55.22,55,-60.0,39.21,AVE,178.0,-30.0,107.91,AVE,157.0,30.0,61.54,AVE,157.0,60.0,82.94,AVE,172.0
00004_11-06-2025-07.57,AVE,414,S-103,2025,6,2,7.95,157.0,61.54,44,-60.0,107.91,AVE,157.0,-30.0,55.22,AVE,199.0,30.0,82.94,AVE,172.0,60.0,55.32,AVE,164.0
00007_11-06-2025-08.27,AVE,414,S-103,2025,6,2,8.45,172.0,82.94,3,-60.0,55.22,AVE,199.0,-30.0,61.54,AVE,157.0,30.0,55.32,AVE,164.0,60.0,89.98,AVE,194.0
00002_11-06-2025-08.32,IRYO,461,S-109,2025,6,2,8.53,157.0,51.31,27,-34.8,61.54,AVE,157.0,-4.8,82.94,AVE,172.0,25.2,55.32,AVE,164.0,55.2,89.98,AVE,194.0
00008_11-06-2025-08.57,AVE,414,S-103,2025,6,2,8.95,164.0,55.32,93,-60.0,61.54,AVE,157.0,-30.0,82.94,AVE,172.0,30.0,89.98,AVE,194.0,90.0,44.52,AVLO,172.0
00009_11-06-2025-09.22,IRYO,461,S-109,2025,6,2,9.37,172.0,53.29,24,-55.2,82.94,AVE,172.0,-25.2,55.32,AVE,164.0,4.8,89.98,AVE,194.0,64.8,44.52,AVLO,172.0
00010_11-06-2025-09.27,AVE,414,S-103,2025,6,2,9.45,194.0,89.98,1,-60.0,82.94,AVE,172.0,-30.0,55.32,AVE,164.0,60.0,44.52,AVLO,172.0,120.0,39.66,AVE,199.0
00009_11-06-2025-09.57,IRYO,461,S-109,2025,6,2,9.95,172.0,35.9,144,-60.0,55.32,AVE,164.0,-30.0,89.98,AVE,194.0,30.0,44.52,AVLO,172.0,90.0,39.66,AVE,199.0
00011_11-06-2025-10.02,OUIGO,509,S-108,2025,6,2,10.03,182.0,44.51,25,-64.8,55.32,AVE,164.0,-34.8,89.98,AVE,194.0,25.2,44.52,AVLO,172.0,85.2,39.66,AVE,199.0
00012_11-06-2025-10.27,AVLO,581,S-106,2025,6,2,10.45,172.0,44.52,88,-90.0,55.32,AVE,164.0,-60.0,89.98,AVE,194.0,60.0,39.66,AVE,199.0,120.0,62.85,AVE,197.0
00009_11-06-2025-11.22,IRYO,461,S-109,2025,6,2,11.37,172.0,28.0,412,-115.2,89.98,AVE,194.0,-55.2,44.52,AVLO,172.0,4.8,39.66,AVE,199.0,64.8,62.85,AVE,197.0
00006_11-06-2025-11.27,AVE,826,S-103,2025,6,2,11.45,199.0,39.66,269,-120.0,89.98,AVE,194.0,-60.0,44.52,AVLO,172.0,60.0,62.85,AVE,197.0,90.0,55.92,AVE,157.0
00009_11-06-2025-12.22,IRYO,461,S-109,2025,6,2,12.37,172.0,34.77,129,-115.2,44.52,AVLO,172.0,-55.2,39.66,AVE,199.0,4.8,62.85,AVE,197.0,34.8,55.92,AVE,157.0
00013_11-06-2025-12.27,AVE,378,S-103,2025,6,2,12.45,197.0,62.85,28,-120.0,44.52,AVLO,172.0,-60.0,39.66,AVE,199.0,30.0,55.92,AVE,157.0,51.0,48.24,AVE,184.0
00004_11-06-2025-12.57,AVE,414,S-103,2025,6,2,12.95,157.0,55.92,96,-90.0,39.66,AVE,199.0,-30.0,62.85,AVE,197.0,21.0,48.24,AVE,184.0,90.0,47.53,AVE,177.0
00014_11-06-2025-13.18,AVE,339,S-100,2025,6,2,13.3,184.0,48.24,62,-51.0,62.85,AVE,197.0,-21.0,55.92,AVE,157.0,69.0,47.53,AVE,177.0,99.0,42.47,AVE,157.0
00009_11-06-2025-14.02,IRYO,461,S-109,2025,6,2,14.03,172.0,45.96,15,-64.8,55.92,AVE,157.0,-43.8,48.24,AVE,184.0,25.2,47.53,AVE,177.0,55.2,42.47,AVE,157.0
00015_11-06-2025-14.12,OUIGO,509,S-108,2025,6,2,14.2,157.0,37.86,41,-75.0,55.92,AVE,157.0,-54.0,48.24,AVE,184.0,15.0,47.53,AVE,177.0,45.0,42.47,AVE,157.0
00016_11-06-2025-14.27,AVE,291,S-100,2025,6,2,14.45,177.0,47.53,137,-90.0,55.92,AVE,157.0,-69.0,48.24,AVE,184.0,30.0,42.47,AVE,157.0,60.0,30.34,AVLO,199.0
00017_11-06-2025-14.42,IRYO,461,S-109,2025,6,2,14.7,179.0,49.8,13,-84.0,48.24,AVE,184.0,-15.0,47.53,AVE,177.0,15.0,42.47,AVE,157.0,45.0,30.34,AVLO,199.0
00004_11-06-2025-14.57,AVE,414,S-103,2025,6,2,14.95,157.0,42.47,418,-99.0,48.24,AVE,184.0,-30.0,47.53,AVE,177.0,30.0,30.34,AVLO,199.0,60.0,41.63,AVE,157.0
00018_11-06-2025-15.27,AVLO,571,S-106,2025,6,2,15.45,199.0,30.34,233,-60.0,47.53,AVE,177.0,-30.0,42.47,AVE,157.0,30.0,41.63,AVE,157.0,60.0,56.53,AVE,172.0
00004_11-06-2025-15.57,AVE,414,S-103,2025,6,2,15.95,157.0,41.63,769,-60.0,42.47,AVE,157.0,-30.0,30.34,AVLO,199.0,30.0,56.53,AVE,172.0,60.0,137.25,AVE,157.0
00007_11-06-2025-16.27,AVE,414,S-103,2025,6,2,16.45,172.0,56.53,283,-60.0,30.34,AVLO,199.0,-30.0,41.63,AVE,157.0,30.0,137.25,AVE,157.0,60.0,57.25,AVE,199.0
00002_11-06-2025-16.37,IRYO,461,S-109,2025,6,2,16.62,157.0,45.94,186,-40.2,41.63,AVE,157.0,-10.2,56.53,AVE,172.0,19.8,137.25,AVE,157.0,49.8,57.25,AVE,199.0
00004_11-06-2025-16.57,AVE,414,S-103,2025,6,2,16.95,157.0,137.25,0,-60.0,41.63,AVE,157.0,-30.0,56.53,AVE,172.0,30.0,57.25,AVE,199.0,60.0,62.97,AVE,157.0
00015_11-06-2025-17.17,OUIGO,509,S-108,2025,6,2,17.28,157.0,58.93,18,-49.8,56.53,AVE,172.0,-19.8,137.25,AVE,157.0,10.2,57.25,AVE,199.0,40.2,62.97,AVE,157.0
00009_11-06-2025-17.22,IRYO,461,S-109,2025,6,2,17.37,172.0,51.57,62,-55.2,56.53,AVE,172.0,-25.2,137.25,AVE,157.0,4.8,57.25,AVE,199.0,34.8,62.97,AVE,157.0
00006_11-06-2025-17.27,AVE,414,S-103,2025,6,2,17.45,199.0,57.25,117,-60.0,56.53,AVE,172.0,-30.0,137.25,AVE,157.0,30.0,62.97,AVE,157.0,60.0,69.32,AVE,177.0
00004_11-06-2025-17.57,AVE,414,S-103,2025,6,2,17.95,157.0,62.97,135,-60.0,137.25,AVE,157.0,-30.0,57.25,AVE,199.0,30.0,69.32,AVE,177.0,60.0,119.52,AVE,157.0
00016_11-06-2025-18.27,AVE,414,S-103,2025,6,2,18.45,177.0,69.32,24,-60.0,57.25,AVE,199.0,-30.0,62.97,AVE,157.0,30.0,119.52,AVE,157.0,67.2,29.68,AVLO,201.0
00002_11-06-2025-18.32,IRYO,461,S-109,2025,6,2,18.53,157.0,37.2,125,-34.8,62.97,AVE,157.0,-4.8,69.32,AVE,177.0,25.2,119.52,AVE,157.0,62.4,29.68,AVLO,201.0
00004_11-06-2025-18.57,AVE,414,S-103,2025,6,2,18.95,157.0,119.52,0,-60.0,62.97,AVE,157.0,-30.0,69.32,AVE,177.0,37.2,29.68,AVLO,201.0,67.8,49.54,AVE,157.0
00009_11-06-2025-19.29,IRYO,461,S-109,2025,6,2,19.48,172.0,44.89,13,-61.8,69.32,AVE,177.0,-31.8,119.52,AVE,157.0,5.4,29.68,AVLO,201.0,36.0,49.54,AVE,157.0
00019_11-06-2025-19.34,AVLO,581,S-106,2025,6,2,19.57,201.0,29.68,43,-67.2,69.32,AVE,177.0,-37.2,119.52,AVE,157.0,30.6,49.54,AVE,157.0,52.8,35.76,AVE,201.0
00004_11-06-2025-20.05,AVE,414,S-103,2025,6,2,20.08,157.0,49.54,60,-67.8,119.52,AVE,157.0,-30.6,29.68,AVLO,201.0,22.2,35.76,AVE,201.0,62.4,53.6,AVE,172.0
00009_11-06-2025-20.22,IRYO,461,S-109,2025,6,2,20.37,172.0,34.76,9,-48.0,29.68,AVLO,201.0,-17.4,49.54,AVE,157.0,4.8,35.76,AVE,201.0,45.0,53.6,AVE,172.0
00020_11-06-2025-20.27,AVE,414,S-103,2025,6,2,20.45,201.0,35.76,18,-52.8,29.68,AVLO,201.0,-22.2,49.54,AVE,157.0,40.2,53.6,AVE,172.0,585.0,23.74,AVLO,157.0
00005_11-06-2025-21.02,OUIGO,509,S-108,2025,6,2,21.03,172.0,23.97,1187,-57.0,49.54,AVE,157.0,-34.8,35.76,AVE,201.0,5.4,53.6,AVE,172.0,550.2,23.74,AVLO,157.0
00007_11-06-2025-21.07,AVE,414,S-103,2025,6,2,21.12,172.0,53.6,2,-62.4,49.54,AVE,157.0,-40.2,35.76,AVE,201.0,544.8,23.74,AVLO,157.0,559.8,56.79,AVE,178.0
00001_12-06-2025-06.12,AVLO,581,S-106,2025,6,3,6.2,157.0,23.74,1234,-585.0,35.76,AVE,201.0,-544.8,53.6,AVE,172.0,15.0,56.79,AVE,178.0,45.0,77.83,AVE,157.0
00002_12-06-2025-06.22,IRYO,461,S-109,2025,6,3,6.37,157.0,42.91,275,-555.0,53.6,AVE,172.0,-10.2,23.74,AVLO,157.0,4.8,56.79,AVE,178.0,34.8,77.83,AVE,157.0
00003_12-06-2025-06.27,AVE,359,S-103,2025,6,3,6.45,178.0,56.79,216,-559.8,53.6,AVE,172.0,-15.0,23.74,AVLO,157.0,30.0,77.83,AVE,157.0,60.0,44.93,AVE,199.0
00004_12-06-2025-06.57,AVE,414,S-103,2025,6,3,6.95,157.0,77.83,22,-45.0,23.74,AVLO,157.0,-30.0,56.79,AVE,178.0,30.0,44.93,AVE,199.0,60.0,36.03,AVE,157.0
00005_12-06-2025-07.02,OUIGO,509,S-108,2025,6,3,7.03,172.0,58.87,3,-34.8,56.79,AVE,178.0,-4.8,77.83,AVE,157.0,25.2,44.93,AVE,199.0,55.2,36.03,AVE,157.0
00002_12-06-2025-07.22,IRYO,461,S-109,2025,6,3,7.37,157.0,42.65,76,-55.2,56.79,AVE,178.0,-25.2,77.83,AVE,157.0,4.8,44.93,AVE,199.0,34.8,36.03,AVE,157.0
00006_12-06-2025-07.27,AVE,414,S-103,2025,6,3,7.45,199.0,44.93,145,-60.0,56.79,AVE,178.0,-30.0,77.83,AVE,157.0,30.0,36.03,AVE,157.0,60.0,60.95,AVE,172.0
00004_12-06-2025-07.57,AVE,414,S-103,2025,6,3,7.95,157.0,36.03,588,-60.0,77.83,AVE,157.0,-30.0,44.93,AVE,199.0,30.0,60.95,AVE,172.0,60.0,71.07,AVE,164.0
00007_12-06-2025-08.27,AVE,414,S-103,2025,6,3,8.45,172.0,60.95,41,-60.0,44.93,AVE,199.0,-30.0,36.03,AVE,157.0,30.0,71.07,AVE,164.0,60.0,82.85,AVE,194.0
00002_12-06-2025-08.32,IRYO,461,S-109,2025,6,3,8.53,157.0,52.16,15,-34.8,36.03,AVE,157.0,-4.8,60.95,AVE,172.0,25.2,71.07,AVE,164.0,55.2,82.85,AVE,194.0
00008_12-06-2025-08.57,AVE,414,S-103,2025,6,3,8.95,164.0,71.07,32,-60.0,36.03,AVE,157.0,-30.0,60.95,AVE,172.0,30.0,82.85,AVE,194.0,90.0,57.73,AVLO,172.0
00009_12-06-2025-09.22,IRYO,461,S-109,2025,6,3,9.37,172.0,68.96,1,-55.2,60.95,AVE,172.0,-25.2,71.07,AVE,164.0,4.8,82.85,AVE,194.0,64.8,57.73,AVLO,172.0
00010_12-06-2025-09.27,AVE,414,S-103,2025,6,3,9.45,194.0,82.85,6,-60.0,60.95,AVE,172.0,-30.0,71.07,AVE,164.0,60.0,57.73,AVLO,172.0,120.0,54.03,AVE,199.0
00009_12-06-2025-09.57,IRYO,461,S-109,2025,6,3,9.95,172.0,37.87,229,-60.0,71.07,AVE,164.0,-30.0,82.85,AVE,194.0,30.0,57.73,AVLO,172.0,90.0,54.03,AVE,199.0
00011_12-06-2025-10.02,OUIGO,509,S-108,2025,6,3,10.03,182.0,63.55,3,-64.8,71.07,AVE,164.0,-34.8,82.85,AVE,194.0,25.2,57.73,AVLO,172.0,85.2,54.03,AVE,199.0
00012_12-06-2025-10.27,AVLO,581,S-106,2025,6,3,10.45,172.0,57.73,42,-90.0,71.07,AVE,164.0,-60.0,82.85,AVE,194.0,60.0,54.03,AVE,199.0,120.0,42.43,AVE,197.0
00009_12-06-2025-11.22,IRYO,461,S-109,2025,6,3,11.37,172.0,46.22,122,-115.2,82.85,AVE,194.0,-55.2,57.73,AVLO,172.0,4.8,54.03,AVE,199.0,64.8,42.43,AVE,197.0
00006_12-06-2025-11.27,AVE,826,S-103,2025,6,3,11.45,199.0,54.03,180,-120.0,82.85,AVE,194.0,-60.0,57.73,AVLO,172.0,60.0,42.43,AVE,197.0,90.0,56.93,AVE,157.0
00009_12-06-2025-12.22,IRYO,461,S-109,2025,6,3,12.37,172.0,48.96,72,-115.2,57.73,AVLO,172.0,-55.2,54.03,AVE,199.0,4.8,42.43,AVE,197.0,34.8,56.93,AVE,157.0
00013_12-06-2025-12.27,AVE,378,S-103,2025,6,3,12.45,197.0,42.43,364,-120.0,57.73,AVLO,172.0,-60.0,54.03,AVE,199.0,30.0,56.93,AVE,157.0,51.0,55.14,AVE,184.0
00018_12-06-2025-15.27,AVLO,571,S-106,2025,6,3,15.45,199.0,38.81,104,-60.0,92.86,AVE,177.0,-30.0,72.45,AVE,157.0,30.0,101.31,AVE,157.0,60.0,86.04,AVE,172.0
00004_12-06-2025-15.57,AVE,414,S-103,2025,6,3,15.95,157.0,101.31,7,-60.0,72.45,AVE,157.0,-30.0,38.81,AVLO,199.0,30.0,86.04,AVE,172.0,60.0,145.63,AVE,157.0
00007_12-06-2025-16.27,AVE,414,S-103,2025,6,3,16.45,172.0,86.04,17,-60.0,38.81,AVLO,199.0,-30.0,101.31,AVE,157.0,30.0,145.63,AVE,157.0,60.0,97.52,AVE,199.0
00002_12-06-2025-16.37,IRYO,461,S-109,2025,6,3,16.62,157.0,32.01,671,-40.2,101.31,AVE,157.0,-10.2,86.04,AVE,172.0,19.8,145.63,AVE,157.0,49.8,97.52,AVE,199.0
00004_12-06-2025-16.57,AVE,414,S-103,2025,6,3,16.95,157.0,145.63,0,-60.0,101.31,AVE,157.0,-30.0,86.04,AVE,172.0,30.0,97.52,AVE,199.0,60.0,36.19,AVE,157.0
00015_12-06-2025-17.17,OUIGO,509,S-108,2025,6,3,17.28,157.0,41.63,130,-49.8,86.04,AVE,172.0,-19.8,145.63,AVE,157.0,10.2,97.52,AVE,199.0,40.2,36.19,AVE,157.0
00009_12-06-2025-17.22,IRYO,461,S-109,2025,6,3,17.37,172.0,94.7,0,-55.2,86.04,AVE,172.0,-25.2,145.63,AVE,157.0,4.8,97.52,AVE,199.0,34.8,36.19,AVE,157.0
00006_12-06-2025-17.27,AVE,414,S-103,2025,6,3,17.45,199.0,97.52,0,-60.0,86.04,AVE,172.0,-30.0,145.63,AVE,157.0,30.0,36.19,AVE,157.0,60.0,66.02,AVE,177.0
00004_12-06-2025-17.57,AVE,414,S-103,2025,6,3,17.95,157.0,36.19,878,-60.0,145.63,AVE,157.0,-30.0,97.52,AVE,199.0,30.0,66.02,AVE,177.0,60.0,72.23,AVE,157.0
00016_12-06-2025-18.27,AVE,414,S-103,2025,6,3,18.45,177.0,66.02,22,-60.0,97.52,AVE,199.0,-30.0,36.19,AVE,157.0,30.0,72.23,AVE,157.0,67.2,23.54,AVLO,201.0
00002_12-06-2025-18.32,IRYO,461,S-109,2025,6,3,18.53,157.0,33.64,158,-34.8,36.19,AVE,157.0,-4.8,66.02,AVE,177.0,25.2,72.23,AVE,157.0,62.4,23.54,AVLO,201.0
00004_12-06-2025-18.57,AVE,414,S-103,2025,6,3,18.95,157.0,72.23,14,-60.0,36.19,AVE,157.0,-30.0,66.02,AVE,177.0,37.2,23.54,AVLO,201.0,67.8,51.33,AVE,157.0
00009_12-06-2025-19.29,IRYO,461,S-109,2025,6,3,19.48,172.0,23.85,81,-61.8,66.02,AVE,177.0,-31.8,72.23,AVE,157.0,5.4,23.54,AVLO,201.0,36.0,51.33,AVE,157.0
00019_12-06-2025-19.34,AVLO,581,S-106,2025,6,3,19.57,201.0,23.54,27,-67.2,66.02,AVE,177.0,-37.2,72.23,AVE,157.0,30.6,51.33,AVE,157.0,52.8,29.25,AVE,201.0
00004_12-06-2025-20.05,AVE,414,S-103,2025,6,3,20.08,157.0,51.33,30,-67.8,72.23,AVE,157.0,-30.6,23.54,AVLO,201.0,22.2,29.25,AVE,201.0,62.4,48.85,AVE,172.0
00009_12-06-2025-20.22,IRYO,461,S-109,2025,6,3,20.37,172.0,13.18,1664,-48.0,23.54,AVLO,201.0,-17.4,51.33,AVE,157.0,4.8,29.25,AVE,201.0,45.0,48.85,AVE,172.0
00020_12-06-2025-20.27,AVE,414,S-103,2025,6,3,20.45,201.0,29.25,29,-52.8,23.54,AVLO,201.0,-22.2,51.33,AVE,157.0,40.2,48.85,AVE,172.0,600.0,21.06,AVLO,178.0
00005_12-06-2025-21.02,OUIGO,509,S-108,2025,6,3,21.03,172.0,38.13,0,-57.0,51.33,AVE,157.0,-34.8,29.25,AVE,201.0,5.4,48.85,AVE,172.0,565.2,21.06,AVLO,178.0
00007_12-06-2025-21.07,AVE,414,S-103,2025,6,3,21.12,172.0,48.85,2,-62.4,51.33,AVE,157.0,-40.2,29.25,AVE,201.0,559.8,21.06,AVLO,178.0,589.8,49.23,AVE,157.0
00002_13-06-2025-06.22,IRYO,461,S-109,2025,6,4,6.37,157.0,34.76,201,-595.2,29.25,AVE,201.0,-555.0,48.85,AVE,172.0,4.8,21.06,AVLO,178.0,34.8,49.23,AVE,157.0
00021_13-06-2025-06.27,AVLO,527,S-106,2025,6,4,6.45,178.0,21.06,1260,-600.0,29.25,AVE,201.0,-559.8,48.85,AVE,172.0,30.0,49.23,AVE,157.0,60.0,48.68,AVE,199.0
00004_13-06-2025-06.57,AVE,414,S-103,2025,6,4,6.95,157.0,49.23,173,-589.8,48.85,AVE,172.0,-30.0,21.06,AVLO,178.0,30.0,48.68,AVE,199.0,60.0,54.75,AVE,157.0
00005_13-06-2025-07.02,OUIGO,509,S-108,2025,6,4,7.03,172.0,19.15,1144,-34.8,21.06,AVLO,178.0,-4.8,49.23,AVE,157.0,25.2,48.68,AVE,199.0,55.2,54.75,AVE,157.0
00002_13-06-2025-07.22,IRYO,461,S-109,2025,6,4,7.37,157.0,28.51,226,-55.2,21.06,AVLO,178.0,-25.2,49.23,AVE,157.0,4.8,48.68,AVE,199.0,34.8,54.75,AVE,157.0
00006_13-06-2025-07.27,AVE,414,S-103,2025,6,4,7.45,199.0,48.68,74,-60.0,21.06,AVLO,178.0,-30.0,49.23,AVE,157.0,30.0,54.75,AVE,157.0,90.0,121.11,AVE,164.0
00004_13-06-2025-07.57,AVE,414,S-103,2025,6,4,7.95,157.0,54.75,57,-60.0,49.23,AVE,157.0,-30.0,48.68,AVE,199.0,60.0,121.11,AVE,164.0,90.0,57.4,AVE,194.0
00002_13-06-2025-08.32,IRYO,461,S-109,2025,6,4,8.53,157.0,22.92,1229,-64.8,48.68,AVE,199.0,-34.8,54.75,AVE,157.0,25.2,121.11,AVE,164.0,55.2,57.4,AVE,194.0
00008_13-06-2025-08.57,AVE,414,S-103,2025,6,4,8.95,164.0,121.11,0,-90.0,48.68,AVE,199.0,-60.0,54.75,AVE,157.0,30.0,57.4,AVE,194.0,90.0,54.72,AVLO,172.0
00009_13-06-2025-09.22,IRYO,461,S-109,2025,6,4,9.37,172.0,50.45,45,-85.2,54.75,AVE,157.0,-25.2,121.11,AVE,164.0,4.8,57.4,AVE,194.0,64.8,54.72,AVLO,172.0
00010_13-06-2025-09.27,AVE,414,S-103,2025,6,4,9.45,194.0,57.4,120,-90.0,54.75,AVE,157.0,-30.0,121.11,AVE,164.0,60.0,54.72,AVLO,172.0,120.0,113.31,AVE,199.0
00009_13-06-2025-09.57,IRYO,461,S-109,2025,6,4,9.95,172.0,47.12,82,-60.0,121.11,AVE,164.0,-30.0,57.4,AVE,194.0,30.0,54.72,AVLO,172.0,90.0,113.31,AVE,199.0
00011_13-06-2025-10.02,OUIGO,509,S-108,2025,6,4,10.03,182.0,37.89,93,-64.8,121.11,AVE,164.0,-34.8,57.4,AVE,194.0,25.2,54.72,AVLO,172.0,85.2,113.31,AVE,199.0
00012_13-06-2025-10.27,AVLO,581,S-106,2025,6,4,10.45,172.0,54.72,56,-90.0,121.11,AVE,164.0,-60.0,57.4,AVE,194.0,60.0,113.31,AVE,199.0,120.0,52.74,AVE,197.0
